18;18;8;13
18;18;9;14
18;18;7;15
18;18;10;1
18;18;11;3
18;18;2;5
18;18;4;6
18;18;16;12
19;19;5;9
19;19;13;10
19;19;14;11
19;19;16;2
19;19;15;4
19;19;12;6
19;19;1;7
19;19;3;8
20;20;8;1
20;20;4;2
20;20;7;5
20;20;11;12
20;20;3;13
20;20;6;14
20;20;9;15
20;20;10;16
21;21;16;9
21;21;2;10
21;21;15;11
21;21;13;14
21;21;12;8
21;21;1;3
21;21;5;4
21;21;7;6
22;22;14;5
22;22;13;7
22;22;6;10
22;22;1;12
22;22;8;15
22;22;4;16
22;22;11;2
22;22;9;3
23;23;15;6
23;23;7;8
23;23;2;9
23;23;16;11
23;23;12;13
23;23;3;14
23;23;10;4
23;23;5;1
24;24;13;16
24;24;1;4
24;24;8;5
24;24;14;7
24;24;6;9
24;24;11;10
24;24;2;15
24;24;12;3
25;25;5;12
25;25;6;11
25;25;16;1
25;25;3;2
25;25;9;7
25;25;10;8
25;25;15;14
25;25;4;13
26;26;14;2
26;26;5;16
26;26;8;11
26;26;7;10
26;26;15;3
26;26;12;4
26;26;1;6
26;26;13;9
27;27;2;7
27;27;11;5
27;27;9;1
27;27;4;8
27;27;14;12
27;27;6;13
27;27;10;15
27;27;3;16
28;28;13;2
28;28;5;3
28;28;7;4
28;28;8;6
28;28;9;10
28;28;1;11
28;28;16;14
28;28;12;15
29;29;2;1
29;29;6;3
29;29;10;5
29;29;14;8
29;29;4;9
29;29;7;12
29;29;11;13
29;29;15;16
30;30;8;2
30;30;3;4
30;30;5;6
30;30;16;7
30;30;12;10
30;30;9;11
30;30;1;14
30;30;13;15
31;1;17;24
31;1;19;28
31;1;22;30
31;1;23;31
31;1;25;21
31;1;26;18
31;1;27;29
31;1;32;20
32;2;18;25
32;2;20;27
32;2;21;19
32;2;24;22
32;2;28;32
32;2;29;23
32;2;30;17
32;2;31;26
33;3;17;22
33;3;23;28
33;3;24;19
33;3;25;30
33;3;26;29
33;3;27;18
33;3;31;20
33;3;32;21
34;4;18;32
34;4;19;25
34;4;20;17
34;4;21;23
34;4;22;27
34;4;28;26
34;4;29;24
34;4;30;31
35;5;26;20
35;5;28;29
35;5;31;21
35;5;32;22
35;5;17;19
35;5;23;18
35;5;24;30
35;5;25;27
36;6;17;23
36;6;18;31
36;6;19;26
36;6;20;25
36;6;21;24
36;6;22;28
36;6;27;30
36;6;29;32
37;7;23;22
37;7;24;18
37;7;26;21
37;7;28;27
37;7;29;19
37;7;30;20
37;7;31;25
37;7;32;17
38;8;17;26
38;8;18;28
38;8;19;30
38;8;20;24
38;8;21;29
38;8;22;31
38;8;25;32
38;8;27;23
39;9;23;19
39;9;24;25
39;9;26;22
39;9;28;20
39;9;29;18
39;9;30;21
39;9;31;17
39;9;32;27
40;10;17;28
40;10;18;30
40;10;19;31
40;10;21;20
40;10;22;29
40;10;25;23
40;10;26;32
40;10;27;24
41;11;20;18
41;11;21;27
41;11;22;19
41;11;28;25
41;11;29;17
41;11;30;26
41;11;31;24
41;11;32;23
42;12;18;21
42;12;19;32
42;12;20;22
42;12;23;26
42;12;24;28
42;12;25;17
42;12;27;31
42;12;30;29
43;13;17;18
43;13;19;20
43;13;22;21
43;13;23;24
43;13;26;27
43;13;28;31
43;13;29;25
43;13;32;30
44;14;18;19
44;14;20;29
44;14;21;28
44;14;24;26
44;14;25;22
44;14;27;17
44;14;30;23
44;14;31;32
45;15;17;21
45;15;19;27
45;15;22;18
45;15;23;20
45;15;26;25
45;15;28;30
45;15;29;31
45;15;32;24
46;16;20;32
46;16;21;25
46;16;24;17
46;16;28;19
46;16;30;22
46;16;31;23
46;16;18;26
46;16;29;27
47;17;17;30
47;17;25;18
47;17;27;20
47;17;19;21
47;17;22;24
47;17;32;28
47;17;23;29
47;17;26;31
48;18;22;17
48;18;28;23
48;18;19;24
48;18;30;25
48;18;29;26
48;18;18;27
48;18;20;31
48;18;21;32
49;19;32;18
49;19;25;19
49;19;17;20
49;19;23;21
49;19;27;22
49;19;26;28
49;19;24;29
49;19;31;30
50;20;19;17
50;20;18;23
50;20;30;24
50;20;27;25
50;20;20;26
50;20;29;28
50;20;21;31
50;20;22;32
51;21;23;17
51;21;31;18
51;21;26;19
51;21;25;20
51;21;24;21
51;21;28;22
51;21;30;27
51;21;32;29
52;22;22;23
52;22;18;24
52;22;21;26
52;22;27;28
52;22;19;29
52;22;20;30
52;22;25;31
52;22;17;32
53;23;26;17
53;23;28;18
53;23;30;19
53;23;24;20
53;23;29;21
53;23;31;22
53;23;32;25
53;23;23;27
54;24;19;23
54;24;25;24
54;24;22;26
54;24;20;28
54;24;18;29
54;24;21;30
54;24;17;31
54;24;27;32
55;25;23;25
55;25;32;26
55;25;24;27
55;25;28;17
55;25;30;18
55;25;31;19
55;25;20;21
55;25;29;22
56;26;18;20
56;26;27;21
56;26;19;22
56;26;25;28
56;26;17;29
56;26;26;30
56;26;24;31
56;26;23;32
57;27;21;18
57;27;32;19
57;27;22;20
57;27;26;23
57;27;28;24
57;27;17;25
57;27;31;27
57;27;29;30
58;28;18;17
58;28;20;19
58;28;21;22
58;28;24;23
58;28;27;26
58;28;31;28
58;28;25;29
58;28;30;32
59;29;19;18
59;29;29;20
59;29;28;21
59;29;26;24
59;29;22;25
59;29;17;27
59;29;23;30
59;29;32;31
60;30;21;17
60;30;27;19
60;30;18;22
60;30;20;23
60;30;25;26
60;30;30;28
60;30;31;29
60;30;24;32
61;1;33;34
61;1;35;36
61;1;37;38
61;1;39;40
61;1;41;42
61;1;43;44
61;1;45;46
61;1;47;48
61;1;49;50
61;1;51;52
61;1;53;54
61;1;55;56
62;2;52;33
62;2;54;35
62;2;56;37
62;2;34;39
62;2;36;41
62;2;38;43
62;2;40;45
62;2;42;47
62;2;44;49
62;2;46;51
62;2;48;53
62;2;50;55
63;3;33;50
63;3;35;52
63;3;37;54
63;3;39;56
63;3;41;34
63;3;43;36
63;3;45;38
63;3;47;40
63;3;49;42
63;3;51;44
63;3;53;46
63;3;55;48
64;4;52;38
64;4;54;46
64;4;36;40
64;4;42;56
64;4;44;34
64;4;50;48
64;4;33;43
64;4;35;51
64;4;41;45
64;4;47;37
64;4;49;39
64;4;55;53
65;5;56;36
65;5;34;54
65;5;38;44
65;5;40;50
65;5;46;52
65;5;48;42
65;5;37;41
65;5;39;35
65;5;43;49
65;5;45;55
65;5;51;33
65;5;53;47
66;6;52;37
66;6;54;39
66;6;56;41
66;6;34;43
66;6;36;45
66;6;38;47
66;6;40;49
66;6;42;51
66;6;44;53
66;6;46;55
66;6;48;33
66;6;50;35
67;7;33;46
67;7;35;48
67;7;37;50
67;7;39;52
67;7;41;54
67;7;43;56
67;7;45;34
67;7;47;36
67;7;49;38
67;7;51;40
67;7;53;42
67;7;55;44
68;8;52;41
68;8;54;43
68;8;56;45
68;8;34;47
68;8;36;49
68;8;38;51
68;8;40;53
68;8;42;55
68;8;44;33
68;8;46;35
68;8;48;37
68;8;50;39
69;9;52;54
69;9;56;48
69;9;36;46
69;9;38;50
69;9;42;34
69;9;44;40
69;9;33;35
69;9;37;53
69;9;41;51
69;9;43;55
69;9;47;39
69;9;49;45
70;10;54;36
70;10;34;56
70;10;40;42
70;10;46;38
70;10;48;52
70;10;50;44
70;10;35;41
70;10;39;37
70;10;45;47
70;10;51;43
70;10;53;33
70;10;55;49
71;11;56;40
71;11;36;52
71;11;38;54
71;11;42;50
71;11;44;46
71;11;48;34
71;11;37;45
71;11;41;33
71;11;43;35
71;11;47;55
71;11;49;51
71;11;53;39
72;12;52;44
72;12;54;42
72;12;36;38
72;12;40;48
72;12;46;34
72;12;50;56
72;12;33;49
72;12;35;47
72;12;41;43
72;12;45;53
72;12;51;39
72;12;55;37
73;13;56;52
73;13;34;40
73;13;42;38
73;13;44;54
73;13;48;36
73;13;50;46
73;13;37;33
73;13;39;45
73;13;47;43
73;13;49;35
73;13;53;41
73;13;55;51
74;14;52;34
74;14;54;50
74;14;36;42
74;14;38;48
74;14;44;56
74;14;46;40
74;14;33;39
74;14;35;55
74;14;41;47
74;14;43;53
74;14;49;37
74;14;51;45
75;15;56;54
75;15;34;38
75;15;40;52
75;15;42;46
75;15;48;44
75;15;50;36
75;15;37;35
75;15;39;43
75;15;45;33
75;15;47;51
75;15;53;49
75;15;55;41
76;16;52;42
76;16;54;40
76;16;34;50
76;16;38;56
76;16;44;36
76;16;46;48
76;16;33;47
76;16;35;45
76;16;39;55
76;16;43;37
76;16;49;41
76;16;51;53
77;17;56;46
77;17;36;34
77;17;40;38
77;17;42;44
77;17;48;54
77;17;50;52
77;17;37;51
77;17;41;39
77;17;45;43
77;17;47;49
77;17;53;35
77;17;55;33
78;18;56;42
78;18;34;44
78;18;38;52
78;18;40;36
78;18;46;54
78;18;48;50
78;18;37;47
78;18;39;49
78;18;43;33
78;18;45;41
78;18;51;35
78;18;53;55
79;19;52;46
79;19;54;34
79;19;36;56
79;19;42;48
79;19;44;38
79;19;50;40
79;19;33;51
79;19;35;39
79;19;41;37
79;19;47;53
79;19;49;43
79;19;55;45
80;20;33;42
80;20;35;44
80;20;37;46
80;20;39;48
80;20;41;50
80;20;43;52
80;20;45;54
80;20;47;56
80;20;49;34
80;20;51;36
80;20;53;38
80;20;55;40
81;21;52;45
81;21;54;47
81;21;56;49
81;21;34;51
81;21;36;53
81;21;38;55
81;21;40;33
81;21;42;35
81;21;44;37
81;21;46;39
81;21;48;41
81;21;50;43
82;22;33;38
82;22;35;40
82;22;37;42
82;22;39;44
82;22;41;46
82;22;43;48
82;22;45;50
82;22;47;52
82;22;49;54
82;22;51;56
82;22;53;34
82;22;55;36
83;23;54;52
83;23;34;42
83;23;40;44
83;23;46;36
83;23;48;56
83;23;50;38
83;23;35;33
83;23;39;47
83;23;45;49
83;23;51;41
83;23;53;37
83;23;55;43
84;24;52;48
84;24;56;34
84;24;36;54
84;24;38;46
84;24;42;40
84;24;44;50
84;24;33;53
84;24;37;39
84;24;41;35
84;24;43;51
84;24;47;45
84;24;49;55
85;25;52;36
85;25;54;38
85;25;34;48
85;25;40;56
85;25;46;44
85;25;50;42
85;25;33;41
85;25;35;43
85;25;39;53
85;25;45;37
85;25;51;49
85;25;55;47
86;26;56;50
86;26;34;46
86;26;38;36
86;26;42;54
86;26;44;52
86;26;48;40
86;26;37;55
86;26;39;51
86;26;43;41
86;26;47;35
86;26;49;33
86;26;53;45
87;27;52;56
87;27;54;44
87;27;36;48
87;27;38;42
87;27;40;34
87;27;46;50
87;27;33;37
87;27;35;49
87;27;41;53
87;27;43;47
87;27;45;39
87;27;51;55
88;28;56;44
88;28;34;52
88;28;40;46
88;28;42;36
88;28;48;38
88;28;50;54
88;28;37;49
88;28;39;33
88;28;45;51
88;28;47;41
88;28;53;43
88;28;55;35
89;29;52;40
89;29;54;56
89;29;36;50
89;29;38;34
89;29;44;48
89;29;46;42
89;29;33;45
89;29;35;37
89;29;41;55
89;29;43;39
89;29;49;53
89;29;51;47
90;30;56;38
90;30;36;44
90;30;40;54
90;30;42;52
90;30;48;46
90;30;50;34
90;30;37;43
90;30;41;49
90;30;45;35
90;30;47;33
90;30;53;51
90;30;55;39
91;31;52;50
91;31;54;48
91;31;34;36
91;31;38;40
91;31;44;42
91;31;46;56
91;31;33;55
91;31;35;53
91;31;39;41
91;31;43;45
91;31;49;47
91;31;51;37
92;32;52;53
92;32;54;55
92;32;56;33
92;32;34;35
92;32;36;37
92;32;38;39
92;32;40;41
92;32;42;43
92;32;44;45
92;32;46;47
92;32;48;49
92;32;50;51
93;33;33;54
93;33;35;56
93;33;37;34
93;33;39;36
93;33;41;38
93;33;43;40
93;33;45;42
93;33;47;44
93;33;49;46
93;33;51;48
93;33;53;50
93;33;55;52
94;34;52;49
94;34;54;51
94;34;56;53
94;34;34;55
94;34;36;33
94;34;38;35
94;34;40;37
94;34;42;39
94;34;44;41
94;34;46;43
94;34;48;45
94;34;50;47
95;1;57;58
95;1;59;60
95;1;61;62
95;1;63;64
95;1;65;66
95;1;67;68
95;1;69;70
95;1;71;72
95;1;73;74
96;2;70;73
96;2;72;57
96;2;66;67
96;2;62;69
96;2;58;71
96;2;74;61
96;2;60;63
96;2;68;59
96;2;64;65
97;3;57;74
97;3;59;64
97;3;70;67
97;3;66;60
97;3;65;68
97;3;58;72
97;3;69;61
97;3;71;62
97;3;73;63
98;4;61;71
98;4;72;66
98;4;63;69
98;4;65;73
98;4;67;57
98;4;74;59
98;4;60;58
98;4;68;70
98;4;64;62
99;5;57;65
99;5;61;67
99;5;70;63
99;5;72;60
99;5;62;59
99;5;58;66
99;5;69;74
99;5;71;73
99;5;68;64
100;6;59;58
100;6;63;71
100;6;66;61
100;6;65;70
100;6;67;72
100;6;74;68
100;6;60;62
100;6;73;57
100;6;64;69
101;7;59;67
101;7;61;63
101;7;70;57
101;7;62;58
101;7;69;73
101;7;74;66
101;7;71;65
101;7;68;60
101;7;64;72
102;8;57;71
102;8;70;61
102;8;72;68
102;8;63;62
102;8;66;64
102;8;65;69
102;8;58;74
102;8;60;67
102;8;73;59
103;9;59;72
103;9;61;73
103;9;63;57
103;9;67;58
103;9;62;70
103;9;69;71
103;9;74;65
103;9;68;66
103;9;64;60
104;10;57;69
104;10;72;63
104;10;66;59
104;10;65;61
104;10;67;64
104;10;58;68
104;10;60;74
104;10;71;70
104;10;73;62
105;11;64;58
105;11;61;57
105;11;70;59
105;11;63;65
105;11;62;68
105;11;69;66
105;11;74;72
105;11;71;67
105;11;73;60
106;12;57;62
106;12;59;65
106;12;72;70
106;12;66;71
106;12;67;63
106;12;58;69
106;12;60;61
106;12;74;64
106;12;68;73
107;13;57;68
107;13;61;59
107;13;70;66
107;13;63;74
107;13;65;60
107;13;62;72
107;13;69;67
107;13;71;64
107;13;73;58
108;14;64;70
108;14;59;57
108;14;72;65
108;14;66;62
108;14;67;73
108;14;58;61
108;14;60;69
108;14;74;71
108;14;68;63
109;15;57;66
109;15;61;64
109;15;70;74
109;15;63;59
109;15;65;58
109;15;62;67
109;15;69;68
109;15;71;60
109;15;73;72
110;16;64;73
110;16;59;71
110;16;72;69
110;16;66;63
110;16;67;74
110;16;62;65
110;16;58;70
110;16;60;57
110;16;68;61
111;17;57;64
111;17;61;72
111;17;70;60
111;17;63;58
111;17;65;67
111;17;69;59
111;17;74;62
111;17;71;68
111;17;73;66
112;18;64;63
112;18;70;69
112;18;72;71
112;18;66;65
112;18;62;61
112;18;58;57
112;18;60;59
112;18;74;73
112;18;68;67
113;19;57;72
113;19;59;68
113;19;61;74
113;19;63;60
113;19;65;64
113;19;67;66
113;19;69;62
113;19;71;58
113;19;73;70
114;20;64;59
114;20;61;69
114;20;72;58
114;20;63;73
114;20;67;70
114;20;62;71
114;20;60;66
114;20;74;57
114;20;68;65
115;21;57;67
115;21;59;74
115;21;70;68
115;21;66;72
115;21;62;64
115;21;58;60
115;21;69;63
115;21;71;61
115;21;73;65
116;22;64;68
116;22;59;62
116;22;63;70
116;22;66;58
116;22;65;57
116;22;67;61
116;22;60;72
116;22;74;69
116;22;73;71
117;23;57;73
117;23;61;66
117;23;70;65
117;23;72;67
117;23;62;60
117;23;58;59
117;23;69;64
117;23;68;74
117;23;71;63
118;24;57;70
118;24;72;64
118;24;63;61
118;24;66;74
118;24;65;71
118;24;67;59
118;24;58;62
118;24;60;68
118;24;73;69
119;25;64;66
119;25;59;73
119;25;61;70
119;25;67;60
119;25;62;63
119;25;69;65
119;25;74;58
119;25;68;72
119;25;71;57
120;26;57;63
120;26;70;62
120;26;72;59
120;26;66;68
120;26;65;74
120;26;58;67
120;26;60;64
120;26;71;69
120;26;73;61
121;27;64;67
121;27;59;66
121;27;61;65
121;27;70;71
121;27;63;72
121;27;62;73
121;27;69;57
121;27;74;60
121;27;68;58
122;28;57;61
122;28;59;70
122;28;72;74
122;28;66;69
122;28;65;63
122;28;67;71
122;28;58;64
122;28;60;73
122;28;68;62
123;29;64;74
123;29;61;60
123;29;70;72
123;29;63;67
123;29;65;59
123;29;62;57
123;29;69;58
123;29;71;66
123;29;73;68
124;30;64;71
124;30;59;61
124;30;72;62
124;30;66;70
124;30;67;69
124;30;58;73
124;30;74;63
124;30;60;65
124;30;68;57
125;31;57;59
125;31;61;58
125;31;70;64
125;31;63;68
125;31;65;72
125;31;62;66
125;31;69;60
125;31;71;74
125;31;73;67
126;32;64;61
126;32;59;63
126;32;72;73
126;32;66;57
126;32;67;62
126;32;58;65
126;32;74;70
126;32;60;71
126;32;68;69
127;33;57;60
127;33;61;68
127;33;70;58
127;33;63;66
127;33;65;62
127;33;69;72
127;33;74;67
127;33;71;59
127;33;73;64
128;34;64;57
128;34;59;69
128;34;72;61
128;34;66;73
128;34;67;65
128;34;62;74
128;34;58;63
128;34;60;70
128;34;68;71
129;1;75;76
129;1;77;78
129;1;79;80
129;1;81;82
129;1;83;84
129;1;85;86
129;1;87;88
130;2;78;85
130;2;80;81
130;2;89;79
130;2;82;87
130;2;84;75
130;2;76;77
130;2;88;83
131;3;75;88
131;3;77;82
131;3;79;86
131;3;81;84
131;3;83;89
131;3;85;80
131;3;87;76
132;4;78;79
132;4;86;81
132;4;80;75
132;4;89;77
132;4;82;85
132;4;84;87
132;4;76;83
133;5;86;78
133;5;75;83
133;5;77;88
133;5;79;82
133;5;81;76
133;5;85;84
133;5;87;89
134;6;78;80
134;6;75;77
134;6;89;85
134;6;82;86
134;6;76;84
134;6;83;87
134;6;88;81
135;7;86;76
135;7;80;89
135;7;77;87
135;7;79;75
135;7;82;78
135;7;84;88
135;7;81;83
136;8;75;85
136;8;77;81
136;8;89;86
136;8;76;82
136;8;83;80
136;8;88;78
136;8;87;79
137;9;78;89
137;9;86;75
137;9;80;87
137;9;82;83
137;9;84;77
137;9;76;88
137;9;85;79
138;10;75;81
138;10;77;85
138;10;79;84
138;10;89;82
138;10;83;86
138;10;88;80
138;10;87;78
139;11;78;75
139;11;80;86
139;11;84;89
139;11;81;87
139;11;76;85
139;11;83;77
139;11;88;79
140;12;78;84
140;12;86;88
140;12;80;82
140;12;79;83
140;12;89;76
140;12;85;81
140;12;87;75
141;13;77;79
141;13;84;80
141;13;81;89
141;13;76;78
141;13;83;85
141;13;88;82
141;13;87;86
142;14;78;83
142;14;86;77
142;14;80;76
142;14;79;81
142;14;89;75
142;14;82;84
142;14;85;88
143;15;75;82
143;15;77;80
143;15;84;86
143;15;81;78
143;15;76;79
143;15;88;89
143;15;87;85
144;16;78;77
144;16;86;85
144;16;80;79
144;16;82;81
144;16;84;83
144;16;76;75
144;16;88;87
145;17;75;84
145;17;77;76
145;17;79;89
145;17;81;80
145;17;83;88
145;17;85;78
145;17;87;82
146;18;86;79
146;18;80;85
146;18;89;83
146;18;82;77
146;18;84;81
146;18;76;87
146;18;88;75
147;19;75;80
147;19;77;89
147;19;79;78
147;19;81;86
147;19;83;76
147;19;85;82
147;19;87;84
148;20;78;86
148;20;89;87
148;20;82;79
148;20;84;85
148;20;76;81
148;20;83;75
148;20;88;77
149;21;86;82
149;21;80;78
149;21;77;75
149;21;84;76
149;21;81;88
149;21;85;89
149;21;87;83
150;22;78;82
150;22;75;79
150;22;89;80
150;22;76;86
150;22;83;81
150;22;88;84
150;22;87;77
151;23;78;88
151;23;86;89
151;23;80;83
151;23;79;87
151;23;82;76
151;23;81;77
151;23;85;75
152;24;75;86
152;24;77;84
152;24;79;85
152;24;89;78
152;24;83;82
152;24;88;76
152;24;87;80
153;25;78;87
153;25;86;83
153;25;80;88
153;25;82;89
153;25;84;79
153;25;81;75
153;25;85;77
154;26;86;80
154;26;75;78
154;26;77;83
154;26;79;88
154;26;89;84
154;26;85;76
154;26;87;81
155;27;75;87
155;27;82;80
155;27;84;78
155;27;81;85
155;27;76;89
155;27;83;79
155;27;88;86
156;28;78;76
156;28;86;87
156;28;80;84
156;28;79;77
156;28;89;81
156;28;82;88
156;28;85;83
157;29;75;89
157;29;77;86
157;29;84;82
157;29;81;79
157;29;76;80
157;29;83;78
157;29;88;85
158;30;78;81
158;30;86;84
158;30;80;77
158;30;79;76
158;30;89;88
158;30;82;75
158;30;85;87
159;1;90;91
159;1;92;93
159;1;94;95
159;1;96;97
159;1;98;99
159;1;100;101
159;1;102;103
159;1;104;105
160;2;93;90
160;2;105;92
160;2;103;96
160;2;95;102
160;2;99;100
160;2;101;104
160;2;91;98
160;2;97;94
161;3;90;99
161;3;92;103
161;3;94;93
161;3;96;105
161;3;98;97
161;3;100;95
161;3;102;101
161;3;104;91
162;4;93;98
162;4;105;90
162;4;103;104
162;4;95;92
162;4;99;96
162;4;101;94
162;4;91;100
162;4;97;102
163;5;90;101
163;5;94;103
163;5;96;93
163;5;98;95
163;5;99;91
163;5;100;97
163;5;102;105
163;5;104;92
164;6;105;93
164;6;92;96
164;6;103;90
164;6;94;104
164;6;95;99
164;6;101;98
164;6;102;100
164;6;91;97
165;7;93;103
165;7;90;94
165;7;95;91
165;7;98;102
165;7;99;101
165;7;100;92
165;7;97;105
165;7;104;96
166;8;105;95
166;8;92;90
166;8;103;91
166;8;94;98
166;8;96;100
166;8;101;97
166;8;102;99
166;8;104;93
167;9;93;102
167;9;90;96
167;9;105;103
167;9;95;101
167;9;98;100
167;9;99;92
167;9;91;94
168;10;97;104
168;10;92;97
168;10;103;95
168;10;94;105
168;10;96;98
168;10;100;93
168;10;101;91
168;10;102;90
168;10;104;99
169;11;93;101
169;11;90;104
169;11;105;98
169;11;92;94
169;11;103;100
169;11;95;96
169;11;91;102
169;11;97;99
170;12;96;94
170;12;98;92
170;12;99;93
170;12;100;90
170;12;101;103
170;12;102;104
170;12;91;105
170;12;97;95
171;13;93;95
171;13;90;98
171;13;105;99
171;13;92;101
171;13;103;97
171;13;94;102
171;13;96;91
171;13;104;100
172;14;95;90
172;14;98;104
172;14;99;103
172;14;100;94
172;14;101;105
172;14;102;96
172;14;91;92
172;14;97;93
173;15;93;91
173;15;90;97
173;15;105;100
173;15;92;102
173;15;103;98
173;15;94;99
173;15;96;101
173;15;104;95
174;16;93;92
174;16;105;104
174;16;103;102
174;16;95;94
174;16;99;98
174;16;101;100
174;16;91;90
174;16;97;96
175;17;90;93
175;17;92;105
175;17;94;97
175;17;96;103
175;17;98;91
175;17;100;99
175;17;102;95
175;17;104;101
176;18;93;94
176;18;105;96
176;18;103;92
176;18;95;100
176;18;99;90
176;18;101;102
176;18;91;104
176;18;97;98
177;19;90;105
177;19;92;95
177;19;94;101
177;19;96;99
177;19;98;93
177;19;100;91
177;19;102;97
177;19;104;103
178;20;93;96
178;20;105;102
178;20;92;104
178;20;103;94
178;20;95;98
178;20;101;90
178;20;91;99
178;20;97;100
179;21;93;105
179;21;90;103
179;21;96;92
179;21;98;101
179;21;99;95
179;21;100;102
179;21;97;91
179;21;104;94
180;22;105;97
180;22;92;100
180;22;103;93
180;22;94;90
180;22;96;104
180;22;101;99
180;22;102;98
180;22;91;95
181;23;93;104
181;23;90;92
181;23;95;105
181;23;98;94
181;23;99;102
181;23;100;96
181;23;91;103
181;23;97;101
182;24;92;99
182;24;103;105
182;24;94;91
182;24;96;90
182;24;100;98
182;24;101;95
182;24;102;93
182;24;104;97
183;25;93;100
183;25;90;102
183;25;105;94
183;25;95;103
183;25;98;96
183;25;99;104
183;25;91;101
183;25;97;92
184;26;94;92
184;26;96;95
184;26;98;105
184;26;99;97
184;26;100;103
184;26;101;93
184;26;102;91
184;26;104;90
185;27;93;99
185;27;90;100
185;27;105;91
185;27;92;98
185;27;103;101
185;27;94;96
185;27;95;97
185;27;104;102
186;28;95;93
186;28;98;90
186;28;99;105
186;28;100;104
186;28;101;92
186;28;102;94
186;28;91;96
186;28;97;103
187;29;104;98
187;29;93;97
187;29;90;95
187;29;105;101
187;29;92;91
187;29;103;99
187;29;94;100
187;29;96;102
188;30;95;104
188;30;98;103
188;30;99;94
188;30;100;105
188;30;101;96
188;30;102;92
188;30;91;93
188;30;97;90
